LGS_L,010003,020002,010003,010003,020002,010004,020001,010004,010004,010003,010004,020003,010004,010003,010004,020002,010003,020002,010004,040000,010004,010004,010003,020002,020001,010003,010003,010003,010003,010004,010003,020002,010004,010003,010003,020001,010003,010003,030000,010005,020002,020001,010004,010001,010003,020001,010004,020001,010004,010004,010002,010004,010004,020001,030000,010002,010004,010002,010004,010004,010001,010004,010004,010004,010003
LGS_R,020001,010003,010001,010004,010004,010004,010002,010002,010004,010002,010002,010004,010002,020001,010001,010004,010002,010004,010004,010002,030000,010002,010001,010004,010002,010004,020001,010002,010002,010002,010004,010004,010004,020002,010002,020001,010001,030000,010002,020001,020001,010002,020001,010001,010002,020002,020001,020001,010004,010004,010003,010004,010004,010001,010004,010002,010004,020002,020001,010003,010003,020001,010002,010004,010002,020001,010002,010004,010002
LH_L,020001,030004,040001,040002,030004,030004,040001,020001,020002,020001,030004,020002,030002,030004,020002,030004,020002,040002,020001,030002,040001,030001,040002,040001,040001,030004,030004,040001,040001,030004,020001,040002,030004,030002,030004,030004,030001,040002,030004,020002,030004,020002,040002,040002,030004,020001,030004,040001,030004,020002,030004,020002,030004,030004,030002,030004,020002,040002,040001,040003,030004,020002,030001,020002,040002
LH_R,060000,030004,030002,040003,030002,020002,030004,030004,030004,020002,030003,030003,020002,030003,020002,020002,030002,050000,030004,030003,020003,030003,040001,030003,020002,040003,020002,040003,020002,020002,020002,050000,030003,030003,020002,040002,030004,020002,040003,030002,020002,030003,020002,020002,050000,050000,040003,040002,030003,030003,030003,030002,020002,020002,030003,020002,020002,020002,020002,030003,030004,040001,020002,030004,020002,030003,030003,020002,020002
RF_L,030005,030005,030005,030005,030005,030005,020001,030005,020002,040000,030005,020001,030005,030005,030005,030005,020002,030005,030005,030005,030004,020003,030005,030005,020002,020001,030005,020001,030005,040000,030005,030005,030005,020003,030005,030005,030003,040000,020001,020002,020003,020003,050000,030005,030005,020002,030005,040000,040000,020002,030005,030005,030004,030005,020002,030005,030005,030005,030005,020002,030005,030005,030005,030005,040000
RF_R,020003,030004,020002,020001,020001,020001,020003,020001,020002,030003,020002,020002,020003,020001,020002,020003,020002,030005,020003,020001,020003,030003,030003,020001,020003,030003,020003,020001,030003,030003,020003,030005,020002,030003,020001,020001,030004,040000,020002,020001,020001,020003,020001,010000,020003,030003,030002,030001,020003,020002,030001,020001,030003,020003,020003,020002,020001,020003,020002,020003,020001,020003,020002,020002,020002,030003,020002,030003,020003
TA_L,030002,040001,030001,030003,030003,030003,030001,030002,030001,040004,030003,040001,030003,030001,030003,030001,040001,020001,030003,030001,040001,030003,030003,040001,050000,040001,030003,030002,040001,030001,020001,040002,020002,030003,030003,030001,030003,030003,030003,030001,030001,030001,040001,030001,040001,040005,030003,030003,030003,040001,040001,030001,030003,020001,030001,030001,040001,030001,030003,030003,030001,030001,030003,040001,030003
TA_R,040001,020001,030001,030003,030003,040001,030001,040003,030003,030001,030001,040001,030003,030001,020001,030003,030001,030003,030001,030001,020001,040001,020001,030003,030001,030004,030001,040004,030001,030003,040001,030002,030003,040001,030001,030003,020001,030002,030001,030003,030003,030001,040001,030001,030003,040001,030003,030001,030003,030001,030003,030001,030001,030001,030001,030001,030001,030001,030001,040001,030003,020001,020001,030001,030001,020001,030003,030003,030001
GMD_L,020002,020007,020005,020007,030006,030006,020004,030001,020002,040000,020003,020004,030006,020005,020001,020001,030007,020001,040000,020003,020007,030002,040000,020004,020004,020001,020001,030006,020007,030006,020004,020005,020007,030006,030003,020004,020007,020004,020005,020008,020004,020001,020007,030003,020007,020004,020005,020008,020005,020005,020004,020008,020004,040000,020004,020001,030006,020001,020001,020004,020005,020001,030006,020005,020004
GMD_R,030006,020005,030006,030001,020008,020006,020008,030006,030006,020008,020008,020007,020008,020006,020008,020007,020006,020003,020006,020008,030006,020008,020008,020008,020006,020008,020006,020008,020006,020008,020006,030006,020007,030004,030006,020008,020006,030006,030006,020008,020007,040000,020008,030005,020008,030006,040000,030005,030005,030005,030006,030006,030005,020006,030005,020008,020007,020006,030005,020008,030005,030006,030005,040000,020007,040000,020006,030006,020008
